A,B,result
Compiler_optimization,Coding_theory,0
Program_optimization,Linear_algebra,0
Data,Regular_language,0
Tensor,Turing_machine,0
Large_deviations_theory,Fourier_analysis,0
Peer-to-peer,Software_design,0
Computing,Exponential_family,0
Discrete_mathematics,Run_time_(program_lifecycle_phase),0
Statistics,Automata_theory,0
Internet,Computational_problem,0
Part-of-speech_tagging,Predicate_logic,0
Probability_theory,Entropy,0
Economics,Compiler,0
Shared_memory,Microprocessor,0
Nonlinear_system,Semantics,0
Graphical_user_interface,Shortest_path_problem,0
Recursion_(computer_science),Formal_methods,0
First-order_logic,Procedural_programming,0
Data_mining,Control_flow,0
Programming_language,Motion_capture,0
Signal_processing,ML_(programming_language),0
Security,Flow_network,0
Data_mining,Reinforcement_learning,0
Turing_machine,C_(programming_language),0
Unsupervised_learning,Program_analysis,0
Model_checking,Divide_and_conquer_algorithm,0
Machine_translation,Analysis_of_algorithms,0
Data_(computing),Geometric_modeling,0
Concurrent_computing,Formal_grammar,0
Approximation_algorithm,Information_assurance,0
Random_graph,Information_assurance,0
Information_assurance,Message_Passing_Interface,0
Graphical_model,Web_browser,0
Parallel_algorithm,Object-oriented_programming,0
Shading,Encryption,0
Interactivity,Martingale_(probability_theory),0
Robot,Problem_solving,0
OSI_model,Computer_software,0
Linked_list,Multi-core_processor,0
Application_software,Shading,0
Random_walk,Arithmetic,0
Problem_solving,Human-computer_interaction,0
Inequality_(mathematics),Robot,0
Computer_multitasking,Feature_extraction,0
Thread_(computer_science),Random_variable,0
Bioinformatics,Communications_protocol,0
Hidden_Markov_model,Finite_element_method,0
Software_engineering,Tensor,0
Fast_Fourier_transform,Pattern_matching,0
Randomization,Software_testing,0
Web_browser,Application_programming_interface,0
Programming_paradigm,Markov_chain,0
Hidden_line_removal,Turing_machine,0
Feature_extraction,Kinematics,0
Document_classification,Monad_(functional_programming),0
Data,Object-oriented_programming,0
Martingale_(probability_theory),Partial_differential_equation,0
Very_long_instruction_word,Programming_language,0
Recurrence_relation,Information_security,0
Quantum_mechanics,Recursion_(computer_science),0
Hash_table,Web_service,0
Generic_programming,Polymorphism_(computer_science),0
Memory_hierarchy,MATLAB,0
Higher-order_function,Fixed_point_(mathematics),0
Compiler,Database_normalization,0
Feature_extraction,Formal_grammar,0
Denotational_semantics,Turing_machine,0
Inheritance_(object-oriented_programming),Sequence_alignment,0
Unsupervised_learning,Randomization,0
Bayesian_network,Economics,0
Debugging,Query_language,0
Robot,Concurrency_(computer_science),0
Quantum_mechanics,String_(computer_science),0
String_(computer_science),Volume_rendering,0
Formal_language,Computational_chemistry,0
System_programming,Memory_hierarchy,0
Operating_system,Hidden_Markov_model,0
Motion_planning,Conditional_probability,0
Information_security,Programmer,0
Distributed_algorithms,Probability_theory,0
Stochastic_process,Tensor,0
Recursion_(computer_science),Social_network,0
B-tree,Complexity_class,0
Computer_multitasking,Speech_recognition,0
Parsing,Markov_chain,0
Round-off_error,Sufficient_statistic,0
Scalability,Sentiment_analysis,0
Microprocessor,Computational_geometry,0
Inequality_(mathematics),First-order_logic,0
Computer_software,Algorithm_design,0
Fast_Fourier_transform,Amortized_analysis,0
Stochastic_process,Floating_point,0
Synchronization,Entropy,0
Digital_electronics,Data_mining,0
Suffix_tree,Data_mining,0
Polymorphism_(computer_science),Dynamic_programming,0
Web_search_engine,Partial_differential_equation,0
Signal_processing,Entropy,0
Mathematical_proof,Index_(database),0
First-order_logic,Security,0
Coding_theory,Imperative_programming,0
Pipeline_(computing),Data_analysis,0
Database,Algebra,0
Run_time_(program_lifecycle_phase),Estimation_theory,0
Theoretical_computer_science,Scripting_language,0
Performance_tuning,Robot,0
Python_(programming_language),Computational_chemistry,0
Semidefinite_programming,Web_server,0
Array_data_structure,Cluster_analysis,0
Robotics,Question_answering,0
Computational_learning_theory,Quantum_cryptography,0
Markov_chain,3D_modeling,0
Computational_problem,Bayesian_probability,0
Recommender_system,Firewall_(computing),0
Flow_network,Wireless_sensor_network,0
Digital_signature,Algebra,0
Internet_Protocol_Suite,Compiler,0
Semantics,Signal_processing,0
Context-free_language,Computability,0
ML_(programming_language),Software_development,0
Matrix_(mathematics),Natural_language_processing,0
Malware,Pushdown_automaton,0
User_interface_design,Distributed_computing,0
Computer,Markov_process,0
Web_service,Amortized_analysis,0
Bayesian_probability,Packet_switching,0
Rendering_(computer_graphics),SQL,0
Newton's_method,Run_time_(program_lifecycle_phase),0
Modular_arithmetic,Procedural_programming,0
Lisp_(programming_language),Shared_memory,0
Inequality_(mathematics),Database_normalization,0
Floating_point,Database_design,0
User_interface_design,Computer_security,0
Procedural_programming,Arithmetic,0
Debugging,Computer_network,0
Approximation,Graphical_model,0
Semantics,Mathematics,0
Higher-order_function,HTML,0
Mechanical_engineering,Round-off_error,0
Integer,Pattern_matching,0
Robotics,Wireless_sensor_network,0
Structured_programming,First-order_logic,0
High-level_programming_language,Estimation_theory,0
Design_pattern_(computer_science),Computational_geometry,0
Probability_theory,Markov_process,0
Genetic_algorithm,Linear_system,0
Communication,Finite-state_machine,0
Virtual_reality,Graphical_user_interface,0
Shared_memory,Randomness,0
Concurrency_control,Garbage_collection_(computer_science),0
Context-free_language,Cryptography,0
Graphical_user_interface,Lexical_analysis,0
Programming_style,Vector_processor,0
Autonomous_robot,Index_(database),0
Run_time_(program_lifecycle_phase),Newton's_method,0
Floating_point,Web_service,0
Continuous_function,Scalability,0
Graphics_processing_unit,Mathematical_induction,0
Computer,Rendering_(computer_graphics),0
Haskell_(programming_language),Graphical_user_interface,0
Correlation_and_dependence,HTML,0
Geometry,Information_theory,0
Relational_algebra,Random_walk,0
Web_server,Halting_problem,0
User_interface_design,Performance_tuning,0
Semidefinite_programming,Quantum_computer,0
Data_type,User_interface_design,0
String_(computer_science),Very_long_instruction_word,0
Python_(programming_language),Sufficient_statistic,0
Volume_rendering,Discrete_mathematics,0
Graphics,Uncertainty,0
Complexity_class,Computational_science,0
Web_browser,Operating_system,0
Newton's_method,Algebra,0
Server_(computing),Lock_(computer_science),0
Speech_recognition,Tensor,0
Randomness,Calculus,0
Feature_extraction,Cryptographic_hash_function,0
Microcode,Programming_paradigm,0
Distributed_algorithms,Firewall_(computing),0
Telecommunications_network,Query_language,0
C_(programming_language),Symmetric_multiprocessing,0
OSI_model,Computer_vision,0
Software_framework,Natural_language_processing,0
String_(computer_science),Application_programming_interface,0
Index_(database),Markov_chain,0
Complexity,Image_analysis,0
HTML,Discrete_mathematics,0
Processor_register,Algebra,0
Polynomial,Transaction_processing,0
Stack_(data_structure),Statistical_inference,0
Artificial_intelligence,Computational_geometry,0
Concurrency_control,Computer_security,0
Server_(computing),Numerical_analysis,0
Turing_machine,Design_of_experiments,0
Formal_verification,C_(programming_language),0
Computational_complexity_theory,Neural_network,0
3D_computer_graphics,Finite_difference,0
Programming_language,Procedural_programming,0
Array_data_structure,Semantics,0
Ordinary_differential_equation,Debugging,0
Large_deviations_theory,Relational_database,0
Pushdown_automaton,SQL,0
Denotational_semantics,Flow_network,0
Recommender_system,Vulnerability_(computing),0
Object_(computer_science),Vector_processor,0
Query_language,Vulnerability_(computing),0
Regular_expression,Modular_arithmetic,0
Computer_science,Probability,0
3D_computer_graphics,Shared_memory,0
Shading,Wavelet,0
Genetic_algorithm,Graph_(mathematics),0
Server_(computing),Database_system,0
First-order_logic,Approximation_algorithm,0
Model_checking,Distributed_algorithms,0
Statistics,Integral,0
Computer_architecture,Automata_theory,0
Poisson_distribution,Randomization,0
Kinematics,Natural_language_processing,0
Boundary_value_problem,Signal_processing,0
Formal_verification,Communications_protocol,0
Software_framework,HTML,0
Type_system,Information_security,0
Computer_multitasking,Public-key_cryptography,0
Automatic_programming,Support_vector_machine,0
3D_computer_graphics,Spanning_tree,0
Design_pattern_(computer_science),Statistical_inference,0
Shortest_path_problem,Memory_management,0
High-level_programming_language,Document_classification,0
Cryptography,Generic_programming,0
Recurrence_relation,Random_graph,0
Type_system,Image,0
Combinatorics,Automated_planning_and_scheduling,0
Randomized_algorithm,PageRank,0
Computer_network,Atomicity_(database_systems),0
HTML,Message_Passing_Interface,0
Telecommunications_network,Computing,0
String_searching_algorithm,JavaScript,0
Mathematical_induction,Model_of_computation,0
Robot,Introduction_to_Algorithms,0
Embedded_system,Recursively_enumerable_set,0
Automated_theorem_proving,Feature_extraction,0
Object_(computer_science),Computer_simulation,0
Profiling_(computer_programming),Genetic_algorithm,0
Imperative_programming,Input/output,0
Random_walk,Web_server,0
Modular_arithmetic,Data_structure,0
Randomized_algorithm,Coding_theory,0
Communications_protocol,Bayesian_network,0
Ray_tracing_(graphics),Graphical_model,0
Quantum_computer,Information_security,0
Round-off_error,Operating_system,0
Quantum_mechanics,Vector_processor,0
Transaction_processing,Knowledge_representation_and_reasoning,0
Scheduling_(computing),Parallel_computing,0
Polynomial,Structured_programming,0
Microcode,Data,0
Image_processing,Arithmetic_logic_unit,0
Recursively_enumerable_set,Polymorphism_(computer_science),0
Query_optimization,Denotational_semantics,0
Random_walk,Formal_verification,0
PageRank,Matrix_(mathematics),0
Natural_language,Control_flow,0
Machine_translation,Lisp_(programming_language),0
Interpolation,Autonomous_robot,0
Geometric_modeling,Turing_machine,0
Suffix_tree,Sentiment_analysis,0
Natural_language,Volume_rendering,0
String_(computer_science),Firewall_(computing),0
SQL,Integer,0
Inter-process_communication,Memory_hierarchy,0
Transaction_processing,Calculus,0
Parallel_computing,Assembly_language,0
Mobile_device,Interpolation,0
Large_deviations_theory,Assembly_language,0
Prolog,Mutual_exclusion,0
Complexity,Natural_language_processing,0
Discrete_mathematics,NP-complete,0
Hidden_Markov_model,C++,0
Arithmetic_logic_unit,Scalability,0
Round-off_error,Markov_process,0
Foundations_of_mathematics,Authentication,0
Bioinformatics,Assembly_language,0
Concurrency_(computer_science),Regular_expression,0
Garbage_collection_(computer_science),Assembly_language,0
Database_system,Communications_protocol,0
Random_graph,Object_(computer_science),0
Compiler_optimization,Mobile_device,0
Virtual_reality,Logic_programming,0
Interaction_design,OSI_model,0
Pattern_recognition,String_searching_algorithm,0
Cluster_analysis,Differential_equation,0
Automata_theory,Continuous_function,0
Statistics,JavaScript,0
Random_walk,Pipeline_(computing),0
Algorithm,Recursion_(computer_science),0
Mathematical_model,Computer_animation,0
Linked_list,Scripting_language,0
Machine_translation,Kernel_(computing),0
Symbol_table,Economics,0
Differential_equation,Graphics,0
Computing,Correlation_and_dependence,0
Hash_table,Machine_learning,0
Integral,Computer_network,0
Natural_language,Data_type,0
Exponential_family,Scalability,0
Scientific_modelling,Sequence_alignment,0
Recommender_system,Relational_algebra,0
Algorithm,Software_framework,0
Functional_programming,Virtual_reality,0
Conditional_probability,Least_squares,0
Markov_chain,Image,0
Combinatorics,Graph_theory,0
Logic_programming,Calculus,0
Linked_list,Procedural_programming,0
Mobile_device,Higher-order_function,0
Garbage_collection_(computer_science),Web_search_engine,0
Computer,Iterative_method,0
Thread_(computer_science),Integer,0
Fast_Fourier_transform,Sentiment_analysis,0
Run_time_(program_lifecycle_phase),System_programming,0
Image_analysis,Control_flow,0
Symmetric_multiprocessing,Machine_learning,0
Markov_chain,Uncertainty,0
Vulnerability_(computing),Debugging,0
Random_variable,Quantum_computer,0
Software_framework,Parallel_computing,0
Foundations_of_mathematics,Pattern_matching,0
Graph_coloring,OSI_model,0
Flow_network,Compiler,0
Web_service,Interpolation,0
Mathematical_optimization,Sentiment_analysis,0
MapReduce,Social_network,0
Newton's_method,C++,0
Turing_machine,Computer_network,0
Lisp_(programming_language),Instruction_set,0
Monad_(functional_programming),Kernel_(computing),0
Run_time_(program_lifecycle_phase),Mobile_device,0
Inter-process_communication,Digital_electronics,0
Knowledge_representation_and_reasoning,Garbage_collection_(computer_science),0
Computing,Unsupervised_learning,0
Message_Passing_Interface,Thread_(computer_science),0
Random_variable,File_system,0
Document_classification,Automated_theorem_proving,0
Semidefinite_programming,Quantum_cryptography,0
Recursion,Data_(computing),0
Software_testing,Semantics_of_programming_languages,0
Least_squares,Compiler_optimization,0
P_versus_NP_problem,Combinational_logic,0
Message_passing,Hidden_Markov_model,0
Procedural_programming,MapReduce,0
Support_vector_machine,Stochastic,0
Virtual_memory,Graph_(mathematics),0
Geometric_modeling,MATLAB,0
Shared_memory,Operating_system,0
Regular_expression,Kinematics,0
Imperative_programming,3D_computer_graphics,0
Spanning_tree,Pattern_recognition,0
Uncertainty,Floating_point,0
Formal_grammar,Lisp_(programming_language),0
Randomness,Unix,0
Compiler_optimization,Deadlock,0
Pattern_recognition,Continuous_function,0
Statistical_hypothesis_testing,Performance_tuning,0
Database_transaction,Sufficient_statistic,0
Control_flow,Complexity_class,0
Statistical_inference,Lazy_evaluation,0
Scope_(computer_science),Combinatorics,0
Instruction_set,Document_classification,0
Pattern_recognition,Shading,0
Arithmetic_logic_unit,Symmetric_multiprocessing,0
Analysis_of_algorithms,Statistical_inference,0
Compiler_optimization,Microprocessor,0
Data_(computing),Computer_graphics,0
Hash_table,First-order_logic,0
Stochastic_process,Dynamic_memory_allocation,0
Server_(computing),Communications_protocol,0
Database_design,Volume_rendering,0
Foundations_of_mathematics,Problem_solving,0
Interpolation,Object_(computer_science),0
Iterative_method,Graphics,0
Algorithm_design,Array_data_structure,0
Randomness,Scheduling_(computing),0
String_(computer_science),Formal_grammar,0
File_system,Probability,0
3D_computer_graphics,Query_optimization,0
Partial_differential_equation,Computational_learning_theory,0
Web_service,Randomized_algorithm,0
Database_management_system,Graph_coloring,0
Algorithm_design,Cryptographic_hash_function,0
Combinatorics,Telecommunications_network,0
Database_transaction,Model_checking,0
3D_modeling,Formal_verification,0
3D_modeling,Application_programming_interface,0
Multi-core_processor,NP-complete,0
Discrete_mathematics,Array_data_structure,0
Inter-process_communication,Modular_programming,0
Complexity_class,Database,0
Inheritance_(object-oriented_programming),Computational_problem,0
World_Wide_Web,Communications_protocol,0
First-order_logic,Dynamic_memory_allocation,0
C_(programming_language),Problem_solving,0
Mechanical_engineering,Machine_learning,0
Database_management_system,Geometric_modeling,0
Round-off_error,Hidden_line_removal,0
Scripting_language,Differential_equation,0
Natural_language,Semantics_of_programming_languages,0
Model_of_computation,Stack_(data_structure),0
String_searching_algorithm,Algorithm_design,0
Formal_methods,Signal_processing,0
Data_mining,Information_security,0
Undecidable_problem,World_Wide_Web,0
Bioinformatics,Tensor,0
Scheduling_(computing),World_Wide_Web,0
Logic,Introduction_to_Algorithms,0
Continuous_function,Abstraction_(computer_science),0
Internet,Regular_expression,0
Data_(computing),Volume_rendering,0
Message_Passing_Interface,Compiler,0
Kernel_(computing),Recursion,0
Design_pattern_(computer_science),Eigenvalues_and_eigenvectors,0
Procedural_programming,Communication,0
Amortized_analysis,Programming_paradigm,0
Randomization,Semidefinite_programming,0
Software_design,P_versus_NP_problem,0
Arithmetic_logic_unit,Procedural_programming,0
Amortized_analysis,Transaction_processing,0
Parsing,NP-complete,0
B-tree,Virtual_memory,0
Network_security,Recommender_system,0
Computer_science,Multiplication,0
Performance_tuning,Geometry,0
Algebra,Formal_language,0
Compiler_optimization,Round-off_error,0
Digital_signature,Debugging,0
Data_analysis,Number_theory,0
Data_(computing),Logic_programming,0
Multiplication,Lexical_semantics,0
PSPACE,Pushdown_automaton,0
Functional_programming,CPU_cache,0
Design_pattern_(computer_science),Database_system,0
Automated_planning_and_scheduling,Tensor,0
Poisson_distribution,Semidefinite_programming,0
Cache_coherence,Quantum_cryptography,0
Synchronization,Boundary_value_problem,0
Motion_planning,Kalman_filter,0
Document_classification,Bayesian_probability,0
Abstraction_(computer_science),Procedural_programming,0
JavaScript,Floating_point,0
Central_processing_unit,Mathematical_model,0
Cloud_computing,Combinatorics,0
Database,Image_analysis,0
Procedural_programming,User_interface_design,0
Program_analysis,Autonomous_robot,0
Lexical_semantics,Internet_Protocol_Suite,0
Computer_architecture,Mathematical_model,0
Atomicity_(database_systems),MapReduce,0
Thread_(computer_science),Cryptanalysis,0
Lock_(computer_science),Halting_problem,0
Database_normalization,Coding_theory,0
MATLAB,Algorithm_design,0
Hidden_line_removal,Numerical_analysis,0
Approximation_algorithm,Knowledge_representation_and_reasoning,0
Computer_security,Ordinary_differential_equation,0
Telecommunications_network,Information_security,0
Data_analysis,Finite_set,0
Hash_table,Context-free_grammar,0
Random_variable,Computing,0
Control_flow,Server_(computing),0
Big_data,Graph_(mathematics),0
Feature_extraction,Digital_electronics,0
Synchronization,Probability,0
JavaScript,Finite_difference,0
Bayesian_network,Transaction_processing,0
Syntax,Logic_programming,0
Programming_style,Rendering_(computer_graphics),0
Random_walk,Mobile_device,0
List_of_undecidable_problems,User_interface_design,0
Programming_paradigm,P_versus_NP_problem,0
Recursion_(computer_science),Programming_paradigm,0
Concurrency_control,Finite-state_machine,0
Computer_animation,Question_answering,0
Performance_tuning,C_(programming_language),0
Inheritance_(object-oriented_programming),Geometry,0
Amortized_analysis,Pipeline_(computing),0
Artificial_intelligence,List_of_undecidable_problems,0
Computer,Computation,0
Assembly_language,Nonlinear_system,0
Information_security,Context-free_grammar,0
Semantics_of_programming_languages,Queue_(data_structure),0
Superscalar,Very_long_instruction_word,0
Peer-to-peer,Symmetric_multiprocessing,0
Random_walk,Query_optimization,0
Sentiment_analysis,Theory_of_computation,0
C++,Lisp_(programming_language),0
Linear_system,Information_theory,0
Memory_hierarchy,Kinematics,0
Type_system,Database_transaction,0
Programming_language,NP_(complexity),0
Kinematics,Digital_electronics,0
Linear_system,Bayesian_probability,0
Markov_chain,Application_programming_interface,0
Robot,Index_(database),0
Turing_machine,Polymorphism_(computer_science),0
Semidefinite_programming,Graph_coloring,0
Integer,Encryption,0
Thread_(computer_science),Multiplication,0
Floating_point,Pattern_recognition,0
Entropy,Graph_(mathematics),0
Transaction_processing,Software_testing,0
Modular_programming,Theoretical_computer_science,0
Sentiment_analysis,Concurrency_control,0
Kinematics,Geometric_modeling,0
Undecidable_problem,Floating_point,0
Random_walk,Operating_system,0
Geometry,Web_browser,0
Object-oriented_programming,Superscalar,0
Database_design,Hash_table,0
Correlation_and_dependence,Hash_table,0
Computer_programming,Formal_language,0
Recurrence_relation,Entropy,0
Monte_Carlo_method,Concurrency_control,0
Finite_element_method,Wireless_sensor_network,0
Traffic_analysis,Inference,0
Cluster_analysis,Queue_(data_structure),0
Symbol_table,Knowledge_representation_and_reasoning,0
Statistics,Computer_software,0
Expected_value,Arithmetic_logic_unit,0
Virtual_reality,Graphical_user_interface,0
Control_flow,Software_engineering,0
Computational_learning_theory,Logic_programming,0
Software_development,Database_transaction,0
Web_browser,Information_theory,0
Divide_and_conquer_algorithm,Correlation_and_dependence,0
Data_type,Virtual_memory,0
Assembly_language,Routing,0
Formal_verification,Floating_point,0
Linear_programming,Input/output,0
MapReduce,Automata_theory,0
Statistical_hypothesis_testing,Computational_geometry,0
Shading,PageRank,0
Neural_network,P_versus_NP_problem,0
User_interface,Image_analysis,0
System_programming,Modular_arithmetic,0
Input/output,Gradient_descent,0
Regular_expression,C_(programming_language),0
System_call,Expert_system,0
Parsing,Web_server,0
Information_assurance,Bayesian_probability,0
Deadlock,Context-free_language,0
Relational_model,Formal_language,0
Kinematics,Software_framework,0
Cryptanalysis,Uncertainty,0
Compiler_optimization,Query_language,0
Regular_expression,Computer_programming,0
Monte_Carlo_method,Knowledge_representation_and_reasoning,0
Computational_complexity_theory,Support_vector_machine,0
Data_mining,Superscalar,0
Data,Graph_(mathematics),0
High-level_programming_language,Database_design,0
SQL,Polynomial,0
Software_testing,Memory_management,0
Expert_system,Database_normalization,0
Database_system,Information_security,0
Algebra,Data_(computing),0
Firewall_(computing),Speech_recognition,0
Support_vector_machine,Generic_programming,0
